source_frame,target_frame,source_index,target_index,tick,gap,row_max_certainty,row_min_certainty,target_pred_label,target_pred_name,target_pred_confidence,target_self_nll_loss,target_certainty_score,target_uncertainty_score,attention_peak,attention_entropy,subject_area_fraction,subject_attention_mass,subject_lift
frame_000,frame_014,0,14,5,14,False,False,840,"swab, swob, mop",0.4559376992611091,0.7853991032291106,0.6848056316375732,0.31519436836242676,0.025073118225458987,5.60438939416227,0.20043103448275862,0.4017637497896046,2.004498708627705
frame_000,frame_015,0,15,5,15,False,False,840,"swab, swob, mop",0.2264080950161345,1.4854161779206985,0.5471194982528687,0.45288050174713135,0.011845108119565101,5.855060223429284,0.23060344827586207,0.34837148210236835,1.5106950251915785
frame_000,frame_016,0,16,5,16,False,False,722,ping-pong ball,0.12988428275302502,2.041111357598929,0.5228743553161621,0.4771256446838379,0.013498014783903113,5.807217647848894,0.2607758620689655,0.41603971768197834,1.5953919752432888
frame_000,frame_017,0,17,5,17,False,False,840,"swab, swob, mop",0.23468292413890846,1.4495199348908532,0.5953739881515503,0.4046260118484497,0.02248441461654974,5.6627347260846115,0.24568965517241378,0.3923713749717078,1.5970203332181792
frame_000,frame_001,0,1,10,1,False,False,407,ambulance,0.2702000798540558,1.3085925579192361,0.643459677696228,0.356540322303772,0.050325958000396756,4.859872085292602,0.09698275862068965,0.1764932015642475,1.8198410116846853
frame_000,frame_002,0,2,10,2,False,False,919,street sign,0.28107920389078356,1.2691187849846801,0.628880500793457,0.37111949920654297,0.05016475997706848,4.9447839020521345,0.09051724137931035,0.14126263825585483,1.560615813112301
frame_000,frame_003,0,3,10,3,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.2813081259210419,1.2683046768753152,0.6442954540252686,0.35570454597473145,0.047984406770762135,4.883375562628004,0.09482758620689655,0.22213174937064015,2.342480266090387
frame_000,frame_004,0,4,10,4,True,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.48501176146737496,0.7235821378904954,0.7588115334510803,0.24118846654891968,0.045472718767704,4.963766621154409,0.08405172413793104,0.1600473795285428,1.9041534384934324
frame_000,frame_005,0,5,10,5,False,False,407,ambulance,0.4275998530854368,0.8495674434107334,0.6723388433456421,0.3276611566543579,0.03699582034647761,4.927060356545335,0.09051724137931035,0.1523222031487639,1.682797672881582
frame_000,frame_006,0,6,10,6,False,False,919,street sign,0.18339316334512576,1.6961229971439786,0.610528290271759,0.38947170972824097,0.05276912319936842,4.791730551195522,0.08836206896551724,0.1641531376120517,1.85773306956078
frame_000,frame_007,0,7,10,7,False,False,919,street sign,0.2778586737364168,1.280642662408864,0.646615743637085,0.35338425636291504,0.036329033938798105,4.927711008401063,0.09698275862068965,0.09481074359259412,0.9776041117103038
frame_000,frame_008,0,8,10,8,False,False,627,"limousine, limo",0.37611691974842026,0.9778552271515677,0.6821677684783936,0.31783223152160645,0.0533388509542293,4.842870807627133,0.09698275862068965,0.1143868615377807,1.1794556389673387
frame_000,frame_009,0,9,10,9,False,False,830,stretcher,0.36410097746096326,1.0103240392095623,0.6794382333755493,0.3205617666244507,0.05170767053089404,4.796564671996654,0.05387931034482758,0.22560135039990292,4.187161063422199
frame_000,frame_010,0,10,10,10,False,False,830,stretcher,0.45085048887872664,0.7966195046878537,0.7192917466163635,0.2807082533836365,0.0370055993370033,4.963580791429472,0.07112068965517242,0.3252413428026264,4.5730903957702616
frame_000,frame_011,0,11,10,11,False,False,422,barbell,0.5170589756917201,0.6595983380748459,0.6652567386627197,0.3347432613372803,0.0817724387490735,4.617988632276681,0.07543103448275862,0.31122951820462824,4.1260141841985005
frame_000,frame_012,0,12,10,12,False,False,830,stretcher,0.2140669958691138,1.5414662481459045,0.5993518829345703,0.4006481170654297,0.04525245376711738,4.88166474048213,0.11637931034482758,0.317525442850321,2.728366768195351
frame_000,frame_013,0,13,10,13,False,False,840,"swab, swob, mop",0.6066511152229971,0.4998014221557756,0.7311597466468811,0.2688402533531189,0.09523905789141185,4.699198405768822,0.1724137931034483,0.5087822171243033,2.950936859320959
frame_000,frame_014,0,14,10,14,False,False,840,"swab, swob, mop",0.4558095558027938,0.7856801974872996,0.6539525985717773,0.34604740142822266,0.053205072423158535,4.688832727892867,0.20043103448275862,0.4389123408984017,2.1898422169554665
frame_000,frame_015,0,15,10,15,False,True,877,turnstile,0.24470771542806255,1.4076907788791146,0.5671014189720154,0.4328985810279846,0.04488267403959474,5.0768350506284605,0.23060344827586207,0.24086233698256473,1.0444871435505612
frame_000,frame_016,0,16,10,16,False,False,877,turnstile,0.17739879358409408,1.7293550096704013,0.5775529742240906,0.4224470257759094,0.11406238917851062,4.6180336060470735,0.2607758620689655,0.2422964407635613,0.9291367645809292
frame_000,frame_017,0,17,10,17,False,False,877,turnstile,0.3009543852031714,1.2007965698927503,0.606727123260498,0.39327287673950195,0.1211122348889223,4.650614195435947,0.24568965517241378,0.22502397523645112,0.9158870571027484
frame_000,frame_001,0,1,20,1,False,False,919,street sign,0.5361603641088368,0.6233219758885538,0.7898116111755371,0.2101883888244629,0.041530165868905906,5.435400689300494,0.09698275862068965,0.15299334627413522,1.5775313926933054
frame_000,frame_002,0,2,20,2,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.4534349108640331,0.7909035459372267,0.7993285059928894,0.2006714940071106,0.048045217940186874,5.398487195324831,0.09051724137931035,0.15788276377939472,1.7442286284199797
frame_000,frame_003,0,3,20,3,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.6287915527859678,0.46395547182193053,0.8086832165718079,0.19131678342819214,0.028983086363817693,5.430800747183808,0.09482758620689655,0.19684602508755883,2.075830810014257
frame_000,frame_004,0,4,20,4,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.822953748841286,0.19485527813298908,0.8942539691925049,0.10574603080749512,0.03372453451509105,5.479871675861284,0.08405172413793104,0.14180592013481155,1.687126844680835
frame_000,frame_005,0,5,20,5,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.6180475281979246,0.48118991801246347,0.788644015789032,0.21135598421096802,0.032141339569145395,5.400641103337617,0.09051724137931035,0.14302474207494842,1.5800828648280016
frame_000,frame_006,0,6,20,6,False,False,919,street sign,0.5036988987757571,0.6857766125030091,0.7584443092346191,0.24155569076538086,0.04700153012722784,5.349582191594854,0.08836206896551724,0.15890961610735582,1.798391753019832
frame_000,frame_007,0,7,20,7,False,False,919,street sign,0.7336439325442594,0.3097314735949057,0.8525481820106506,0.14745181798934937,0.02556906423196533,5.432264050345564,0.09698275862068965,0.11294284188905626,1.1645661919227135
frame_000,frame_008,0,8,20,8,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.2809816923974659,1.2694657633812914,0.7462445497512817,0.25375545024871826,0.04146618814884713,5.382893194720191,0.09698275862068965,0.13472006926018587,1.389113603038361
frame_000,frame_009,0,9,20,9,False,False,747,"punching bag, punch bag, punching ball, punchball",0.691933987817344,0.36826472124223786,0.7937892079353333,0.20621079206466675,0.026167619614313287,5.331773794991866,0.05387931034482758,0.11426502638264993,2.1207588896619827
frame_000,frame_010,0,10,20,10,False,False,830,stretcher,0.28912747588223325,1.2408875951045246,0.6615685224533081,0.3384314775466919,0.02077704660471281,5.411202449325996,0.07112068965517242,0.15589446278970628,2.19197062831587
frame_000,frame_011,0,11,20,11,False,True,870,"tricycle, trike, velocipede",0.1504925520339754,1.8938416841641281,0.5171505212783813,0.48284947872161865,0.025462125069665397,5.3496529293211,0.07543103448275862,0.15161301533881597,2.0099554033488745
frame_000,frame_012,0,12,20,12,False,False,840,"swab, swob, mop",0.5099532072876517,0.6734363078894616,0.7002151608467102,0.2997848391532898,0.02346891139212801,5.385154647393797,0.11637931034482758,0.18345119179377578,1.5763213517094807
frame_000,frame_013,0,13,20,13,True,False,840,"swab, swob, mop",0.9561066039021816,0.04488586178962306,0.9557000398635864,0.044299960136413574,0.03510264023363516,5.215124256231357,0.1724137931034483,0.3063350394881794,1.7767432290314404
frame_000,frame_014,0,14,20,14,False,False,840,"swab, swob, mop",0.9080013896688314,0.09650936990973369,0.9120940566062927,0.08790594339370728,0.04032761936510879,5.13596885130252,0.20043103448275862,0.2962741283993086,1.4781848986804216
frame_000,frame_015,0,15,20,15,False,False,840,"swab, swob, mop",0.4753383105700843,0.7437284956857684,0.6377968788146973,0.36220312118530273,0.04540602822628617,5.339785332734728,0.23060344827586207,0.1530434350406441,0.6636649893351295
frame_000,frame_016,0,16,20,16,False,False,840,"swab, swob, mop",0.3055924217076649,1.1855030200742618,0.5811821222305298,0.4188178777694702,0.06013842681741496,5.268450611991472,0.2607758620689655,0.18880875279545964,0.7240269528685395
frame_000,frame_017,0,17,20,17,False,False,615,knee pad,0.5777160967402597,0.5486727130894851,0.7417512536048889,0.2582487463951111,0.05411958810943098,5.229284321529894,0.24568965517241378,0.2121047016367482,0.8633033470127295
frame_000,frame_001,0,1,30,1,False,False,627,"limousine, limo",0.9366737176481107,0.06542027761259206,0.9459592700004578,0.054040729999542236,0.030925331738968453,5.659123119383733,0.09698275862068965,0.13187000134789006,1.3597262361204665
frame_000,frame_002,0,2,30,2,False,False,627,"limousine, limo",0.4737252724261109,0.7471277193543546,0.7848544120788574,0.21514558792114258,0.025492507941094592,5.655409223197024,0.09051724137931035,0.13449865971866834,1.4858899549871931
frame_000,frame_003,0,3,30,3,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.5843877839519032,0.5371905028971363,0.789193332195282,0.21080666780471802,0.021449705826648978,5.664966950272517,0.09482758620689655,0.14715064744125594,1.551770463925972
frame_000,frame_004,0,4,30,4,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.9099566798692678,0.09435828514363953,0.9289441108703613,0.07105588912963867,0.02080449059716187,5.69361141812808,0.08405172413793104,0.12233251266330461,1.4554432275839317
frame_000,frame_005,0,5,30,5,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.5563891497648626,0.5862873199050505,0.7820481061935425,0.21795189380645752,0.030931988542426507,5.629052064412058,0.09051724137931035,0.17117960472061164,1.8911270616753286
frame_000,frame_006,0,6,30,6,False,False,627,"limousine, limo",0.8182260906646271,0.20061658611376632,0.8708020448684692,0.12919795513153076,0.02475855130147469,5.672996426850235,0.08836206896551724,0.12729564895856338,1.4406141735798392
frame_000,frame_007,0,7,30,7,False,False,627,"limousine, limo",0.7175791973905493,0.3318719578013487,0.8227907419204712,0.1772092580795288,0.0223084278804008,5.7126991951478345,0.09698275862068965,0.13562688430366845,1.398463873708937
frame_000,frame_008,0,8,30,8,False,False,627,"limousine, limo",0.8712792378176564,0.13779275899970855,0.9134699106216431,0.08653008937835693,0.021639376903772507,5.691649108917793,0.09698275862068965,0.10487764870540958,1.0814050888735567
frame_000,frame_009,0,9,30,9,False,False,747,"punching bag, punch bag, punching ball, punchball",0.47716687919442713,0.7398889977169395,0.734700083732605,0.265299916267395,0.031290519496731804,5.430332792270037,0.05387931034482758,0.05161136288269592,0.9579068951028363
frame_000,frame_010,0,10,30,10,False,False,422,barbell,0.270282420541596,1.3082878646567644,0.6769339442253113,0.3230660557746887,0.018300447748684064,5.511463098378995,0.07112068965517242,0.11300941128252154,1.588980813184545
frame_000,frame_011,0,11,30,11,False,False,422,barbell,0.40007396788430755,0.9161058292589284,0.6686528325080872,0.33134716749191284,0.024245919703572226,5.433545832188824,0.07543103448275862,0.10752815696993455,1.4255161381157038
frame_000,frame_012,0,12,30,12,False,False,851,"television, television system",0.4352126860689824,0.8319204338905726,0.7433435916900635,0.2566564083099365,0.027045499064286778,5.440336827722256,0.11637931034482758,0.1111793340893089,0.9553187225451728
frame_000,frame_013,0,13,30,13,True,False,840,"swab, swob, mop",0.9735273648969754,0.026829344758098728,0.971435546875,0.028564453125,0.03415781266296781,5.3943993665532375,0.1724137931034483,0.19858456226949783,1.1517904611630874
frame_000,frame_014,0,14,30,14,False,False,840,"swab, swob, mop",0.9304955343354399,0.07203800212097722,0.9299262762069702,0.07007372379302979,0.07219574706436048,5.174222966097648,0.20043103448275862,0.2040048901659601,1.0178308498602742
frame_000,frame_015,0,15,30,15,False,False,840,"swab, swob, mop",0.49541247398307875,0.70236458262523,0.68141770362854,0.31858229637145996,0.033770598769952254,5.39739055983949,0.23060344827586207,0.15613674695386937,0.6770789774448167
frame_000,frame_016,0,16,30,16,False,True,840,"swab, swob, mop",0.3889763418596011,0.9442367550548131,0.6266717910766602,0.37332820892333984,0.04379151322234891,5.375260418709807,0.2607758620689655,0.21210496150549482,0.813361174698757
frame_000,frame_017,0,17,30,17,False,False,840,"swab, swob, mop",0.4856867866369469,0.7221913347833917,0.6637557148933411,0.33624428510665894,0.045762389438808185,5.18107471228032,0.24568965517241378,0.23538410694287398,0.9580546107148555
frame_000,frame_001,0,1,40,1,False,False,627,"limousine, limo",0.3375997073434577,1.085894383134355,0.6687834858894348,0.3312165141105652,0.026416810108226267,5.10623360350287,0.09698275862068965,0.2663708976327524,2.746579922257714
frame_000,frame_002,0,2,40,2,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.45221402695802365,0.7935997002517694,0.7103736996650696,0.2896263003349304,0.04013198166389952,5.151547719556411,0.09051724137931035,0.20298134297802303,2.242460550995302
frame_000,frame_003,0,3,40,3,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.6355021013583393,0.4533398817360035,0.7810079455375671,0.21899205446243286,0.026229958706193417,5.131042899958082,0.09482758620689655,0.25445539637611614,2.683347816329952
frame_000,frame_004,0,4,40,4,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.8588106614994799,0.15220679863971143,0.9034790992736816,0.09652090072631836,0.023927984756168887,5.080787511229832,0.08405172413793104,0.27057598070147837,3.2191603857816915
frame_000,frame_005,0,5,40,5,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.39598369841760167,0.9263822341871005,0.7029745578765869,0.2970254421234131,0.023452437999917454,5.146117773789789,0.09051724137931035,0.2492388049871148,2.753495369381459
frame_000,frame_006,0,6,40,6,False,True,450,"bobsled, bobsleigh, bob",0.1875023307302466,1.673964003087615,0.6136934757232666,0.3863065242767334,0.029045986567577,5.014512353773014,0.08836206896551724,0.2737350474097077,3.097879560929375
frame_000,frame_007,0,7,40,7,False,False,407,ambulance,0.23891891771393933,1.431631041038139,0.6372805833816528,0.36271941661834717,0.02846322247040722,5.102118559044232,0.09698275862068965,0.22368710798572916,2.306462624563963
frame_000,frame_008,0,8,40,8,False,False,627,"limousine, limo",0.3545754593506762,1.0368340943057917,0.6981737613677979,0.30182623863220215,0.031301580653199684,5.132222078131299,0.09698275862068965,0.19124166670551332,1.9719140744746262
frame_000,frame_009,0,9,40,9,False,False,747,"punching bag, punch bag, punching ball, punchball",0.3329668061459505,1.0997124752135905,0.7336350083351135,0.2663649916648865,0.1254630246613063,4.3640665592948995,0.05387931034482758,0.5147419639393471,9.553610850714284
frame_000,frame_010,0,10,40,10,False,False,830,stretcher,0.39632558290525793,0.9255192264780288,0.7325524687767029,0.2674475312232971,0.1012140284439766,4.310476120656556,0.07112068965517242,0.6540766649377525,9.196714319124762
frame_000,frame_011,0,11,40,11,False,False,851,"television, television system",0.45641720859050283,0.784347956642583,0.665413498878479,0.334586501121521,0.11430048859261027,4.417225827328417,0.07543103448275862,0.5515528524957802,7.312014958801201
frame_000,frame_012,0,12,40,12,False,False,851,"television, television system",0.4567279714110234,0.7836673138722463,0.7872216701507568,0.21277832984924316,0.10928299169285681,4.467446768200963,0.11637931034482758,0.48772968404977035,4.190862470353583
frame_000,frame_013,0,13,40,13,True,False,840,"swab, swob, mop",0.9820650752035959,0.018097704795198233,0.9805395603179932,0.019460439682006836,0.08097267256626478,4.653030267335704,0.1724137931034483,0.7105556581473559,4.121222817254663
frame_000,frame_014,0,14,40,14,False,False,840,"swab, swob, mop",0.971877707708207,0.028525297552096873,0.9704321622848511,0.029567837715148926,0.046903640968544394,4.755451059507356,0.20043103448275862,0.616114990619385,3.0739500607246737
frame_000,frame_015,0,15,40,15,False,False,840,"swab, swob, mop",0.542236148523198,0.6120536740491858,0.7133426070213318,0.2866573929786682,0.034815452989500305,5.220664481446521,0.23060344827586207,0.5011340014261261,2.1731418379600234
frame_000,frame_016,0,16,40,16,False,False,840,"swab, swob, mop",0.37406171540007144,0.9833344807422963,0.6455262899398804,0.35447371006011963,0.03825176121189716,5.0902146857894595,0.2607758620689655,0.6004779276874099,2.3026591607186626
frame_000,frame_017,0,17,40,17,False,False,840,"swab, swob, mop",0.5217514797058515,0.6505638969850507,0.7173216938972473,0.2826783061027527,0.05826593668593345,4.914779188527797,0.24568965517241378,0.5264441677480817,2.1427201213606133
frame_000,frame_001,0,1,50,1,False,False,407,ambulance,0.5577660519924591,0.5838156661778303,0.7282043695449829,0.2717956304550171,0.056866026773504656,4.884797235256296,0.09698275862068965,0.1890121136824239,1.9489249055254376
frame_000,frame_002,0,2,50,2,False,False,555,"fire engine, fire truck",0.3060912473172303,1.1838720276335473,0.7100344300270081,0.28996556997299194,0.08635755004227899,4.7386034964008585,0.09051724137931035,0.20362666762179601,2.2495898518217463
frame_000,frame_003,0,3,50,3,False,False,407,ambulance,0.6485603210577703,0.433000263271091,0.8066418170928955,0.1933581829071045,0.07592298756811014,4.688056533243697,0.09482758620689655,0.33106987081779654,3.491282274078582
frame_000,frame_004,0,4,50,4,False,False,407,ambulance,0.6814976258981256,0.3834625114933996,0.836336076259613,0.16366392374038696,0.059989129179213896,4.823441799583589,0.08405172413793104,0.21915188483124817,2.6073455015820297
frame_000,frame_005,0,5,50,5,False,False,407,ambulance,0.6837573846293366,0.3801521251151101,0.787960946559906,0.212039053440094,0.0493361789891643,4.8352907799236995,0.09051724137931035,0.20151038530113033,2.226209970945821
frame_000,frame_006,0,6,50,6,False,False,407,ambulance,0.5117362782114989,0.6699458682609016,0.7303400039672852,0.26965999603271484,0.060680635718512184,4.815283256413586,0.08836206896551724,0.22434149708819487,2.538889137778596
frame_000,frame_007,0,7,50,7,False,False,407,ambulance,0.6706303712226347,0.3995371563503894,0.8059227466583252,0.1940772533416748,0.04925327713726643,4.9403417286695355,0.09698275862068965,0.14344988912173748,1.4791277456108043
frame_000,frame_008,0,8,50,8,False,False,407,ambulance,0.638003057983323,0.44941220257152514,0.799686849117279,0.20031315088272095,0.1764886796408854,4.542025910338097,0.09698275862068965,0.10236222155007904,1.0554682399830373
frame_000,frame_009,0,9,50,9,False,False,747,"punching bag, punch bag, punching ball, punchball",0.7213100305668494,0.32668623333483326,0.8411332368850708,0.1588667631149292,0.11887399508966624,4.537611870089245,0.05387931034482758,0.38391537760721905,7.125469408389986
frame_000,frame_010,0,10,50,10,False,False,830,stretcher,0.3501219318353653,1.0494738084952684,0.727358341217041,0.272641658782959,0.058084425438634235,4.569805731306378,0.07112068965517242,0.5303444403623343,7.456964252367367
frame_000,frame_011,0,11,50,11,False,True,851,"television, television system",0.3053022697905636,1.186452944645412,0.604576826095581,0.39542317390441895,0.07221530197138842,4.6340636807968565,0.07543103448275862,0.32592484396785015,4.320832217173785
frame_000,frame_012,0,12,50,12,False,False,851,"television, television system",0.6091084005218297,0.4957590295391374,0.7750148177146912,0.22498518228530884,0.07834468195544349,4.460291882978179,0.11637931034482758,0.3095203847877027,2.6595825655832233
frame_000,frame_013,0,13,50,13,False,False,840,"swab, swob, mop",0.9664691158263239,0.03410593549891772,0.9684638381004333,0.03153616189956665,0.12529628103874468,4.13947647688404,0.1724137931034483,0.4671265641072274,2.7093340718219188
frame_000,frame_014,0,14,50,14,True,False,840,"swab, swob, mop",0.9753093750589623,0.02500055056296624,0.973453164100647,0.026546835899353027,0.15640991731456413,4.236744396826337,0.20043103448275862,0.25295005790510167,1.2620303964297546
frame_000,frame_015,0,15,50,15,False,False,840,"swab, swob, mop",0.3536583192767337,1.0394240317368588,0.6716881394386292,0.32831186056137085,0.0711927765278987,4.840491681644879,0.23060344827586207,0.17978707023224252,0.7796373886706591
frame_000,frame_016,0,16,50,16,False,False,676,muzzle,0.17955051114870121,1.7172987114820104,0.6116704940795898,0.38832950592041016,0.08240329686161375,4.597984838623793,0.2607758620689655,0.22509520155822163,0.863174987793511
frame_000,frame_017,0,17,50,17,False,False,747,"punching bag, punch bag, punching ball, punchball",0.4219005604192203,0.8629856315303268,0.6788387894630432,0.3211612105369568,0.17572470429732256,4.18602957013032,0.24568965517241378,0.19649877554990186,0.7997844899574953
frame_001,frame_000,1,0,5,-1,False,True,407,ambulance,0.12765539174514146,2.0584208976818354,0.4940916895866394,0.5059083104133606,0.017553919698430454,5.721220807728829,0.09267241379310345,0.17077810730066165,1.8428149252908606
frame_001,frame_002,1,2,5,1,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.13047112270662012,2.0366033586474583,0.5055670738220215,0.4944329261779785,0.013524468907390917,5.770572251063905,0.09051724137931035,0.16149321556014234,1.7841155242834774
frame_001,frame_003,1,3,5,2,False,False,407,ambulance,0.2015017291431778,1.601957316276498,0.5359689593315125,0.46403104066848755,0.010572343970442252,5.752124794044544,0.09482758620689655,0.20015187877807966,2.1106925398415672
frame_001,frame_004,1,4,5,3,False,False,444,"bicycle-built-for-two, tandem bicycle, tandem",0.3398919260795761,1.0791275763733843,0.595255434513092,0.40474456548690796,0.015190037132185138,5.683353271551614,0.08405172413793104,0.20969647524658244,2.494850372164468
frame_001,frame_005,1,5,5,4,False,False,407,ambulance,0.3168689413103473,1.149267024944618,0.5465472936630249,0.4534527063369751,0.012240231243401472,5.7075885452461925,0.09051724137931035,0.21098812210146928,2.3309163965495654
frame_001,frame_006,1,6,5,5,False,False,407,ambulance,0.20271394967644382,1.5959594085707431,0.4976463317871094,0.5023536682128906,0.015093077791980642,5.705156412927563,0.08836206896551724,0.2185907271784271,2.4738072539217115
frame_001,frame_007,1,7,5,6,False,False,874,"trolleybus, trolley coach, trackless trolley",0.2632530522172589,1.334639533667711,0.5545852184295654,0.44541478157043457,0.012593635247409663,5.714202663872727,0.09698275862068965,0.19254455313633131,1.9853482812279495
frame_001,frame_008,1,8,5,7,False,False,874,"trolleybus, trolley coach, trackless trolley",0.1794903114814786,1.7176340475440535,0.554192066192627,0.44580793380737305,0.010657145786009058,5.750424713944957,0.09698275862068965,0.15500568482375873,1.5982808390716456
frame_001,frame_009,1,9,5,8,False,False,830,stretcher,0.31457938053398476,1.1565188323559372,0.6193962693214417,0.38060373067855835,0.0342967099363437,5.634987930439469,0.05387931034482758,0.22848852675301137,4.240747056535891
frame_001,frame_010,1,10,5,9,False,False,422,barbell,0.34195593866146956,1.0730733845425746,0.694621205329895,0.305378794670105,0.02803681744358713,5.555259041327197,0.07112068965517242,0.3448660437599403,4.849025584988251
frame_001,frame_011,1,11,5,10,False,False,422,barbell,0.509989632325597,0.673364882243737,0.6411625742912292,0.35883742570877075,0.026418451140987127,5.662692260021269,0.07543103448275862,0.2373503264875498,3.146587185434946
frame_001,frame_012,1,12,5,11,False,False,830,stretcher,0.5374522823802008,0.6209152998882956,0.6933852434158325,0.3066147565841675,0.03904744181521713,5.604056435761283,0.11637931034482758,0.2677637932276321,2.3007851862522464
frame_001,frame_013,1,13,5,12,True,False,840,"swab, swob, mop",0.4476478204005407,0.8037484708950817,0.7306418418884277,0.26935815811157227,0.02128944874103145,5.617546913246173,0.1724137931034483,0.38386487951690934,2.226416301198074
frame_001,frame_014,1,14,5,13,False,False,840,"swab, swob, mop",0.4559376992611091,0.7853991032291106,0.6848056316375732,0.31519436836242676,0.026132311803927763,5.617851281897627,0.20043103448275862,0.39168986229802805,1.9542375925406992
frame_001,frame_015,1,15,5,14,False,False,840,"swab, swob, mop",0.2264080950161345,1.4854161779206985,0.5471194982528687,0.45288050174713135,0.011563215327009595,5.866441753584516,0.23060344827586207,0.3375746785319716,1.4638752414844376
frame_001,frame_016,1,16,5,15,False,False,722,ping-pong ball,0.12988428275302502,2.041111357598929,0.5228743553161621,0.4771256446838379,0.0119640416933917,5.818266340319066,0.2607758620689655,0.4047264314481111,1.5520087949745747
frame_001,frame_017,1,17,5,16,False,False,840,"swab, swob, mop",0.23468292413890846,1.4495199348908532,0.5953739881515503,0.4046260118484497,0.02248481837611713,5.670747421265667,0.24568965517241378,0.38531235048677737,1.568288865139164
frame_001,frame_000,1,0,10,-1,False,False,919,street sign,0.2868455391920684,1.2488113990676613,0.6109731197357178,0.3890268802642822,0.056749573153896345,4.846010858090088,0.09267241379310345,0.17785792581227908,1.9192111064394766
